#front|back
今天 天氣 不錯 。|The weather's nice today.<br /><br />今天 天氣 不錯 。<br /><br />jīntiān tiānqì búcuò.
你的 鞋子 在 哪裡 做的 ？|Where were your shoes made?<br /><br />你的 鞋子 在 哪裡 做的 ？<br /><br />nǐde· xiézǐ zài nǎlǐ zuòde·?
你 昨晚 有出去 嗎 ？|Did you go out last night?<br /><br />你 昨晚 有出去 嗎 ？<br /><br />nǐ zuówǎn yǒuchūqù mā?
你 十點半 的時候 在做 什麼 ？|What were you doing at ten thirty (10:30)?<br /><br />你 十點半 的時候 在做 什麼 ？<br /><br />nǐ shídiǎnbàn de·shíhòu zàizuò shéme?
你的 媽媽 在 哪裡 出生的 ？|Where was your mother born?<br /><br />你的 媽媽 在 哪裡 出生的 ？<br /><br />nǐde· māmā zài nǎlǐ chūshēngde·?
馬可 回家了 嗎 ？|Has Marco gone home?<br /><br />馬可 回家了 嗎 ？<br /><br />mǎkě huíjiāle· mā?
他 幾點 走的 ？|What time did he go?<br /><br />他 幾點 走的 ？<br /><br />tā jǐdiǎn zǒude·?
這些 房子 是 什麼時候 蓋的 ？|When were these houses built?<br /><br />這些 房子 是 什麼時候 蓋的 ？<br /><br />zhèxiē fángzǐ shì shémeshíhòu gàide·?
康斯坦丁 到了 嗎 ？|Has Konstantin arrived yet?<br /><br />康斯坦丁 到了 嗎 ？<br /><br />kāngsītǎndīng dàole· mā?
為什麼 你 提早 回家 ？|Why did you go home early?<br /><br />為什麼 你 提早 回家 ？<br /><br />wèishéme nǐ tízǎo huíjiā?
他們 結婚 多久了 ？|How long have they been married?<br /><br />他們 結婚 多久了 ？<br /><br />tāmen jiéhūn duōjiǔle·?
米莱娜 搞丟 護照 。|Milena's lost her passport.<br /><br />米莱娜 搞丟 護照 。<br /><br />mǐláinà gǎodiū hùzhào.
這座 橋 是 十年前 建造的 。|This bridge was built ten (10) years ago.<br /><br />這座 橋 是 十年前 建造的 。<br /><br />zhèzuò qiáo shì shíniánqián jiànzàode·.
你 做完 工作 了 嗎 ？|Have you finished your work yet?<br /><br />你 做完 工作 了 嗎 ？<br /><br />nǐ zuòwán gōngzuò le· mā?
這 城市 一直都 很乾淨 。 街道 每天都 有 被 打掃 。|This town is always clean. The streets get cleaned every day.<br /><br />這 城市 一直都 很乾淨 。 街道 每天都 有 被 打掃 。<br /><br />zhè chéngshì yìzhídōu hěngānjìng. jiēdào měitiāndōu yǒu bèi dǎsǎo.
我 剛 煮了 咖啡 。 你 要喝 嗎 ？|I've just made some coffee. Would you like some?<br /><br />我 剛 煮了 咖啡 。 你 要喝 嗎 ？<br /><br />wǒ gāng zhǔle· kāfēi. nǐ yàohē mā?
這張 照片 很老了 。 很久 以前 拍的 。|This is a very old photograph. It was taken a long time ago.<br /><br />這張 照片 很老了 。 很久 以前 拍的 。<br /><br />zhèzhāng zhàopiàn hěnlǎole·. hěnjiǔ yǐqián pāide·.
保羅 買了 一台 新車 。|Paolo's bought a new car.<br /><br />保羅 買了 一台 新車 。<br /><br />bǎoluó mǎile· yìtái xīnchē.
我 要帶 把 雨傘 。 在下雨了 。|I'm going to take an umbrella with me. It's raining.<br /><br />我 要帶 把 雨傘 。 在下雨了 。<br /><br />wǒ yàodài bǎ yǔsǎn. zàixiàyǔle·.
你 怎麼 這麼 累 ？ 你 昨天晚上 很晚 睡 嗎 ？|Why are you so tired? Did you go to bed late last night?<br /><br />你 怎麼 這麼 累 ？ 你 昨天晚上 很晚 睡 嗎 ？<br /><br />nǐ zěnme zhème lèi? nǐ zuótiānwǎnshàng hěnwǎn shuì mā?
巧克力 在 哪裡 ？ 你 把 全部 吃完了 嗎 ？|Where are the chocolates? Have you eaten all of them?<br /><br />巧克力 在 哪裡 ？ 你 把 全部 吃完了 嗎 ？<br /><br />qiǎokèlì zài nǎlǐ? nǐ bǎ quánbù chīwánle· mā?
你的 新工作 如何 ？ 喜歡 嗎 ？|How is your new job? Are you enjoying it?<br /><br />你的 新工作 如何 ？ 喜歡 嗎 ？<br /><br />nǐde· xīngōngzuò rúhé? xǐhuān mā?
我的 車 在 車禍中 損壞得 很嚴重 ， 但 我 還 好。|My car was badly damaged in the accident, but I was okay.<br /><br />我的 車 在 車禍中 損壞得 很嚴重 ， 但 我 還 好。<br /><br />wǒde· chē zài chēhuòzhōng sǔnhuàidé hěnyánzhòng, dàn wǒ háihǎo.
茱莉雅娜 有 車 ， 但 她 不常 開 。|Giuliana has a car, but she doesn't drive it very often.<br /><br />茱莉雅娜 有 車 ， 但 她 不常 開 。<br /><br />zhūlìyǎnà yǒu chē, dàn tā bùcháng kāi.
佳純 不在 家 。 她 已經 出門 好幾天 了 。|Kasumi isn't at home. She's gone away for a few days.<br /><br />佳純 不在 家 。 她 已經 出門 好幾天 了 。<br /><br />jiāchún búzài jiā. tā yǐjīng chūmén hǎojǐtiān le·.
我 不懂 這個 問題 。 你 可以 再 解釋 一次 嗎 ？|I don't understand the problem. Can you explain it again?<br /><br />我 不懂 這個 問題 。 你 可以 再 解釋 一次 嗎 ？<br /><br />wǒ bùdǒng zhège· wèntí. nǐ kěyǐ zài jiěshì yícì mā?
健一 在 房間裡 。 他 在聽 音樂 。|Kenichi's in his room. He's listening to music.<br /><br />健一 在 房間裡 。 他 在聽 音樂 。<br /><br />jiànyī zài fángjiānlǐ. tā zàitīng yīnyuè.
我 不知道 怎麼 念 這個 字 。 這 要 怎麼 念 ？|I don't know how to say this word. How is it pronounced?<br /><br />我 不知道 怎麼 念 這個 字 。 這 要 怎麼 念 ？<br /><br />wǒ bùzhīdào zěnme niàn zhège· zì. zhè yào zěnme niàn?
這扇 窗戶 要 怎麼 開 ？ 可以開 給 我 看 嗎 ？|How do you open this window? Can you show me?<br /><br />這扇 窗戶 要 怎麼 開 ？ 可以開 給 我 看 嗎 ？<br /><br />zhèshàn chuānghù yào zěnme kāi? kěyǐkāi gěi wǒ kàn mā?
我 昨天 打掃 房間 。|I cleaned my room yesterday.<br /><br />我 昨天 打掃 房間 。<br /><br />wǒ zuótiān dǎsǎo fángjiān.
亨利克 在 大學 念 工程 。|Henrik studied engineering in college.<br /><br />亨利克 在 大學 念 工程 。<br /><br />hēnglìkè zài dàxué niàn gōngchéng.
我 打掃 我的 房間 了 。|I've cleaned my room.<br /><br />我 打掃 我的 房間 了 。<br /><br />wǒ dǎsǎo wǒde· fángjiān le·.
瑪格達 住在 邁阿密 十三年 了。|Magda has lived in Miami for thirteen (13) years.<br /><br />瑪格達 住在 邁阿密 十三年 了。<br /><br />mǎgédá zhùzài màiāmì shísānnián le·.
這些 房間 每天都 有 被 打掃 。|These rooms are cleaned every day. These rooms get cleaned every day.<br /><br />這些 房間 每天都 有 被 打掃 。<br /><br />zhèxiē fángjiān měitiāndōu yǒu bèi dǎsǎo.
我的 車子 修好了 。|My car has been repaired.<br /><br />我的 車子 修好了 。<br /><br />wǒde· chēzǐ xiūhǎole·.
我 昨天 做了 一個 蛋糕 。|I made a cake yesterday.<br /><br />我 昨天 做了 一個 蛋糕 。<br /><br />wǒ zuótiān zuòle· yīge· dàngāo.
我 煮 咖啡 了 。|I've made some coffee.<br /><br />我 煮 咖啡 了 。<br /><br />wǒ zhǔ kāfēi le·.
有人 昨天 打破了 這扇 窗戶 。|Somebody broke this window last night.<br /><br />有人 昨天 打破了 這扇 窗戶 。<br /><br />yǒurén zuótiān dǎpòle· zhèshàn chuānghù.
有人 打破了 這扇 窗戶 。|Somebody's broken this window.<br /><br />有人 打破了 這扇 窗戶 。<br /><br />yǒurén dǎpòle· zhèshàn chuānghù.
窗戶 昨晚 被 打破了 。|This window was broken last night. This window got broken last night.<br /><br />窗戶 昨晚 被 打破了 。<br /><br />chuānghù zuówǎn bèi dǎpòle·.
因為 手 髒了 所以 我 去 洗了 手 。|I washed my hands because they were dirty.<br /><br />因為 手 髒了 所以 我 去 洗了 手 。<br /><br />yīnwèi shǒu zāngle· suǒyǐ wǒ qù xǐle· shǒu.
我 覺得 很好。 我 昨天晚上 睡得 很好。|I feel good. I slept very well last night.<br /><br />我 覺得 很好。 我 昨天晚上 睡得 很好。<br /><br />wǒ juéde hěnhǎo. wǒ zuótiānwǎnshàng shuìdé hěnhǎo.
我們 昨天晚上 看了 一部 很棒的 電影 。|We saw a really good movie yesterday.<br /><br />我們 昨天晚上 看了 一部 很棒的 電影 。<br /><br />wǒmen zuótiānwǎnshàng kànle· yíbù hěnbàngde· diànyǐng.
我們 去 渡假 的時候 下了 很多 雨 。|It rained a lot while we were on vacation.<br /><br />我們 去 渡假 的時候 下了 很多 雨 。<br /><br />wǒmen qù dùjià de·shíhòu xiàle· hěnduō yǔ.
我的 包包 不見了 。 你 有看到 嗎 ？|I've lost my bag. Have you seen it?<br /><br />我的 包包 不見了 。 你 有看到 嗎 ？<br /><br />wǒde· bāobāo bújiànle·. nǐ yǒukàndào mā?
琳達的 腳踏車 上個 禮拜 被 偷了 。|Linda's bicycle was stolen last week.<br /><br />琳達的 腳踏車 上個 禮拜 被 偷了 。<br /><br />líndáde· jiǎotàchē shàngge· lǐbài bèi tōule·.
我 很早 就 上床了 ， 因為 我 很累 。|I went to bed early because I was tired.<br /><br />我 很早 就 上床了 ， 因為 我 很累 。<br /><br />wǒ hěnzǎo jiù shàngchuángle·, yīnwèi wǒ hěnlèi.
這個 大賣場 是 二十年前 蓋的 。|The shopping mall was built about twenty (20) years ago.<br /><br />這個 大賣場 是 二十年前 蓋的 。<br /><br />zhège· dàmàichǎng shì èrshíniánqián gàide·.
皮埃特羅 在 十六歲時 學 開車。|Pietro learned to drive when he was sixteen (16).<br /><br />皮埃特羅 在 十六歲時 學 開車。<br /><br />píāitèluó zài shíliùsuìshí xué kāichē.
我 沒有 騎過 馬 。|I've never ridden a horse.<br /><br />我 沒有 騎過 馬 。<br /><br />wǒ méiyǒu qíguò mǎ.
莫妮卡 是 我的 一個 好朋友 。 我 認識 她 很 久了 。|Monika's a good friend of mine. I've known her for a long time.<br /><br />莫妮卡 是 我的 一個 好朋友 。 我 認識 她 很 久了 。<br /><br />mònīkǎ shì wǒde· yīge· hǎopéngyǒu. wǒ rènshì tā hěnjiǔle·.
昨天 我 摔倒 ， 腳 受傷了 。|Yesterday I fell and hurt my leg.<br /><br />昨天 我 摔倒 ， 腳 受傷了 。<br /><br />zuótiān wǒ shuāidǎo, jiǎo shòushāngle·.
我的 哥哥 去年 跑了 波士頓 馬拉松 。 你 有 跑過 馬拉松 嗎 ？|My brother ran in the Boston Marathon last year. Have you ever run in a marathon?<br /><br />我的 哥哥 去年 跑了 波士頓 馬拉松 。 你 有 跑過 馬拉松 嗎 ？<br /><br />wǒde· gēgē qùnián pǎole· bōshìdùn mǎlāsōng. nǐ yǒupǎoguò mǎlāsōng mā?
你 有告訴 赫爾曼 你的 新工作 了 嗎？|Have you told Herman about your new job?<br /><br />你 有告訴 赫爾曼 你的 新工作 了 嗎？<br /><br />nǐ yǒugàosù hèěrmàn nǐde· xīngōngzuò le· mā?
我們 星期日 打 籃球 。 我們 沒有打得 很好， 但 我們 贏了 比賽 。|We played basketball on Sunday. We didn't play very well, but we won the game.<br /><br />我們 星期日 打 籃球 。 我們 沒有打得 很好， 但 我們 贏了 比賽 。<br /><br />wǒmen xīngqírì dǎ lánqiú. wǒmen méiyǒudǎdé hěnhǎo, dàn wǒmen yíngle· bǐsài.
我 認識 勝 ， 但 我 沒見過 他的 太太 。|I know Masaru, but I've never met his wife.<br /><br />我 認識 勝 ， 但 我 沒見過 他的 太太 。<br /><br />wǒ rènshì shèng, dàn wǒ méijiànguò tāde· tàitai·.
我們 半夜 被 音樂 吵醒 。|We were woken up by loud music in the middle of the night.<br /><br />我們 半夜 被 音樂 吵醒 。<br /><br />wǒmen bànyè bèi yīnyuè chǎoxǐng.
紀美子 跳進 河裡 ， 游到 對岸。|Kimiko jumped into the river and swam to the other side.<br /><br />紀美子 跳進 河裡 ， 游到 對岸。<br /><br />jìměizǐ tiàojìn hélǐ, yóudào duìàn.
你 喜歡 這部 電影 嗎 ？— 喜歡 ， 我 覺得 很棒 。|Did you like the movie? — Yes, I thought it was very good.<br /><br />你 喜歡 這部 電影 嗎 ？— 喜歡 ， 我 覺得 很棒 。<br /><br />nǐ xǐhuān zhèbù diànyǐng mā? — xǐhuān, wǒ juéde hěnbàng.
菲律賓 說 很多種 語言 。|Many different languages are spoken in the Philippines.<br /><br />菲律賓 說 很多種 語言 。<br /><br />fēilǜbīn shuō hěnduōzhǒng yǔyán.
我們 渡假 花了 很多 錢 ， 因為 我們 住在 很 貴的 飯店 。|Our vacation cost a lot of money because we stayed in an expensive hotel.<br /><br />我們 渡假 花了 很多 錢 ， 因為 我們 住在 很 貴的 飯店 。<br /><br />wǒmen dùjià huāle· hěnduō qián, yīnwèi wǒmen zhùzài hěnguìde· fàndiàn.
你 開過 跑車 嗎 ？|Have you ever driven a very fast car?<br /><br />你 開過 跑車 嗎 ？<br /><br />nǐ kāiguò pǎochē mā?
音樂會的 票 賣得 很快 。|All the tickets for the concert were sold very quickly.<br /><br />音樂會的 票 賣得 很快 。<br /><br />yīnyuèhuìde· piào màidé hěnkuài.
我們 在吃 晚餐 的時候 ， 一隻 鳥 從 開著的 窗戶 飛了 進來 。|A bird flew in through the open window while we were having our dinner.<br /><br />我們 在吃 晚餐 的時候 ， 一隻 鳥 從 開著的 窗戶 飛了 進來 。<br /><br />wǒmen zàichī wǎncān de·shíhòu, yìzhī niǎo cóng kāizhe·de· chuānghù fēile· jìnlái.
迪帕克 和 拉克希米 在 哪裡 ？— 他們 在 公 園 打 網球 。|Where are Deepak and Lakshmi? — They're playing tennis in the park.<br /><br />迪帕克 和 拉克希米 在 哪裡 ？— 他們 在 公 園 打 網球 。<br /><br />dípàkè hàn lākèxīmǐ zài nǎlǐ? — tāmen zài gōngyuán dǎ wǎngqiú.
帕維爾 明天 會打 網球。|Pavel's playing tennis tomorrow.<br /><br />帕維爾 明天 會打 網球。<br /><br />pàwéiěr míngtiān huìdǎ wǎngqiú.
我 下個 禮拜 不用 工作 。|I'm not working next week.<br /><br />我 下個 禮拜 不用 工作 。<br /><br />wǒ xiàge· lǐbài búyòng gōngzuò.
尤里安娜 星期五 要去看 牙醫。|Yuliana's going to the dentist on Friday.<br /><br />尤里安娜 星期五 要去看 牙醫。<br /><br />yóulǐānnà xīngqíwǔ yàoqùkàn yáyī.
我們 下個 週末 有 一場 派對 。|We're having a party next weekend.<br /><br />我們 下個 週末 有 一場 派對 。<br /><br />wǒmen xiàge· zhōumò yǒu yìchǎng pàiduì.
你 今天晚上 要見 你 朋友 嗎 ？|Are you meeting your friends tonight?<br /><br />你 今天晚上 要見 你 朋友 嗎 ？<br /><br />nǐ jīntiānwǎnshàng yàojiàn nǐ péngyǒu mā?
你 明天晚上 要做 什麼 ？|What are you doing tomorrow night?<br /><br />你 明天晚上 要做 什麼 ？<br /><br />nǐ míngtiānwǎnshàng yàozuò shéme?
我 今天晚上 不出門 。 我 要待在 家裡 。|I'm not going out tonight. I'm staying at home.<br /><br />我 今天晚上 不出門 。 我 要待在 家裡 。<br /><br />wǒ jīntiānwǎnshàng bùchūmén. wǒ yàodàizài jiālǐ.
我 今晚 要待在 家裡 。|I'm staying at home this evening.<br /><br />我 今晚 要待在 家裡 。<br /><br />wǒ jīnwǎn yàodàizài jiālǐ.
你 今天晚上 要出門 嗎 ？|Are you going out tonight?<br /><br />你 今天晚上 要出門 嗎 ？<br /><br />nǐ jīntiānwǎnshàng yàochūmén mā?
維爾瑪 下禮拜 不會去 派對。|Wilma isn't coming to the party next week.<br /><br />維爾瑪 下禮拜 不會去 派對。<br /><br />wéiěrmǎ xiàlǐbài búhuìqù pàiduì.
飛機 明天早上 七點半 抵達 紐約 。|The plane arrives in New York at seven thirty (7:30) tomorrow morning.<br /><br />飛機 明天早上 七點半 抵達 紐約 。<br /><br />fēijī míngtiānzǎoshàng qīdiǎnbàn dǐdá niǔyuē.
電影 今天晚上 幾點 結束 ？|What time does the movie end tonight?<br /><br />電影 今天晚上 幾點 結束 ？<br /><br />diànyǐng jīntiānwǎnshàng jǐdiǎn jiéshù?
我 明天 要去 音樂會 。|I'm going to a concert tomorrow.<br /><br />我 明天 要去 音樂會 。<br /><br />wǒ míngtiān yàoqù yīnyuèhuì.
音樂會 七點半 開始 。|The concert starts at seven thirty (7:30).<br /><br />音樂會 七點半 開始 。<br /><br />yīnyuèhuì qīdiǎnbàn kāishǐ.
你 幾點 要走 ？|What time are you leaving?<br /><br />你 幾點 要走 ？<br /><br />nǐ jǐdiǎn yàozǒu?
你的 班機 幾點 飛 ？|What time does your plane leave?<br /><br />你的 班機 幾點 飛 ？<br /><br />nǐde· bānjī jǐdiǎn fēi?
朱利思 星期六 要打 網球 。|Julius is playing tennis on Saturday.<br /><br />朱利思 星期六 要打 網球 。<br /><br />zhūlìsī xīngqíliù yàodǎ wǎngqiú.
克勞迪奧 正要 去看 電影。|Claudio's going to the movies.<br /><br />克勞迪奧 正要 去看 電影。<br /><br />kèláodíào zhèngyào qùkàn diànyǐng.
卡蜜拉 正在 跟 瓦萊里奧 見面 。|Camila's meeting with Valerio.<br /><br />卡蜜拉 正在 跟 瓦萊里奧 見面 。<br /><br />kǎmìlā zhèngzài gēn wǎláilǐào jiànmiàn.
普莉希拉 正在 跟 文財 吃 午餐 。|Priscilla's having lunch with Wencai.<br /><br />普莉希拉 正在 跟 文財 吃 午餐 。<br /><br />pǔlìxīlā zhèngzài gēn wéncái chī wǔcān.
